,ID,Name,Age,Photo,Nationality,Flag,Potential,Club Logo,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Jersey Number,Joined,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,WorkFront,WorkBack
5976,243551,A. Gholizadeh,22,https://cdn.sofifa.org/players/4/19/243551.png,Iran,https://cdn.sofifa.org/flags/161.png,76,https://cdn.sofifa.org/teams/2/light/670.png,1500000.0,1704,Left,1.0,3.0,3.0,No,88.0,"Jul 1, 2018",5.9,69.09,62.0,62.0,62.0,68.0,65.0,65.0,65.0,68.0,66.0,66.0,66.0,69.0,63.0,63.0,63.0,69.0,60.0,57.0,57.0,57.0,60.0,57.0,51.0,51.0,51.0,57.0,71.0,59.0,34.0,69.0,37.0,69.0,49.0,36.0,67.0,71.0,79.0,77.0,76.0,62.0,71.0,62.0,75.0,70.0,61.0,51.0,70.0,24.0,58.0,53.0,55.0,57.0,49.0,45.0,47.0,14.0,12.0,13.0,10.0,8.0,Medium, Medium
10064,243231,E. Mwepu,20,https://cdn.sofifa.org/players/4/19/243231.png,Zambia,https://cdn.sofifa.org/flags/147.png,76,https://cdn.sofifa.org/teams/2/light/191.png,925000.0,1775,Right,1.0,3.0,3.0,No,45.0,"Jul 1, 2017",6.0,77.27,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,67.0,65.0,65.0,65.0,67.0,66.0,65.0,65.0,65.0,66.0,65.0,62.0,62.0,62.0,65.0,56.0,63.0,38.0,66.0,69.0,67.0,48.0,49.0,63.0,68.0,75.0,80.0,60.0,64.0,66.0,68.0,55.0,61.0,73.0,59.0,58.0,63.0,59.0,59.0,49.0,64.0,55.0,65.0,63.0,15.0,7.0,12.0,14.0,8.0,Medium, Medium
14707,246036,Rafael Zuchi,24,https://cdn.sofifa.org/players/4/19/246036.png,Brazil,https://cdn.sofifa.org/flags/54.png,66,https://cdn.sofifa.org/teams/2/light/110839.png,240000.0,1313,Right,1.0,3.0,2.0,No,30.0,"Aug 21, 2018",6.2,78.18,43.0,43.0,43.0,39.0,41.0,41.0,41.0,39.0,40.0,40.0,40.0,41.0,43.0,43.0,43.0,41.0,52.0,53.0,53.0,53.0,52.0,54.0,60.0,60.0,60.0,54.0,21.0,18.0,67.0,49.0,21.0,36.0,25.0,20.0,33.0,49.0,55.0,60.0,45.0,44.0,64.0,47.0,66.0,61.0,69.0,26.0,59.0,60.0,28.0,28.0,33.0,43.0,53.0,60.0,56.0,14.0,13.0,13.0,8.0,12.0,Low, Medium
11845,240589,Miguel,18,https://cdn.sofifa.org/players/4/19/240589.png,Spain,https://cdn.sofifa.org/flags/45.png,78,https://cdn.sofifa.org/teams/2/light/462.png,950000.0,1535,Right,1.0,3.0,3.0,No,27.0,"Jul 1, 2017",5.11,77.27,64.0,64.0,64.0,62.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,60.0,54.0,54.0,54.0,60.0,46.0,44.0,44.0,44.0,46.0,44.0,42.0,42.0,42.0,44.0,40.0,65.0,56.0,57.0,54.0,63.0,46.0,39.0,43.0,64.0,69.0,71.0,68.0,64.0,62.0,61.0,66.0,50.0,61.0,55.0,53.0,15.0,65.0,49.0,63.0,58.0,38.0,24.0,22.0,12.0,11.0,9.0,13.0,7.0,High, Medium
6970,150106,A. Papadopoulos,33,https://cdn.sofifa.org/players/4/19/150106.png,Greece,https://cdn.sofifa.org/flags/22.png,68,https://cdn.sofifa.org/teams/2/light/111395.png,375000.0,1703,Right,2.0,3.0,2.0,No,6.0,"Feb 14, 2017",6.1,79.09,56.0,56.0,56.0,52.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,53.0,59.0,59.0,59.0,53.0,61.0,66.0,66.0,66.0,61.0,61.0,69.0,69.0,69.0,61.0,49.0,45.0,71.0,65.0,46.0,54.0,52.0,60.0,62.0,58.0,36.0,39.0,59.0,59.0,53.0,63.0,76.0,71.0,86.0,60.0,79.0,65.0,37.0,42.0,69.0,62.0,59.0,68.0,63.0,6.0,9.0,13.0,15.0,14.0,Medium, High
17668,242606,S. Strózik,19,https://cdn.sofifa.org/players/4/19/242606.png,Poland,https://cdn.sofifa.org/flags/37.png,69,https://cdn.sofifa.org/teams/2/light/110747.png,130000.0,1344,Right,1.0,3.0,2.0,No,77.0,"Jun 1, 2016",5.10,76.36,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,46.0,46.0,46.0,53.0,42.0,39.0,39.0,39.0,42.0,40.0,38.0,38.0,38.0,40.0,43.0,57.0,53.0,51.0,41.0,49.0,36.0,27.0,31.0,54.0,69.0,63.0,65.0,52.0,63.0,60.0,62.0,52.0,66.0,47.0,34.0,18.0,55.0,45.0,21.0,44.0,39.0,15.0,17.0,14.0,14.0,6.0,11.0,14.0,Medium, Medium
5628,181499,J. Ramaré,34,https://cdn.sofifa.org/players/4/19/181499.png,France,https://cdn.sofifa.org/flags/18.png,70,https://cdn.sofifa.org/teams/2/light/110456.png,550000.0,1752,Right,1.0,3.0,2.0,No,5.0,"Jul 1, 2017",5.11,74.09,54.0,54.0,54.0,59.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,68.0,68.0,68.0,62.0,67.0,70.0,70.0,70.0,67.0,65.0,66.0,66.0,66.0,65.0,63.0,40.0,44.0,73.0,48.0,62.0,58.0,56.0,67.0,66.0,37.0,38.0,71.0,63.0,71.0,57.0,90.0,82.0,70.0,49.0,61.0,71.0,50.0,69.0,46.0,78.0,66.0,68.0,62.0,6.0,14.0,12.0,8.0,14.0,Medium, Medium
10199,231488,M. Omoh,26,https://cdn.sofifa.org/players/4/19/231488.png,Nigeria,https://cdn.sofifa.org/flags/133.png,65,https://cdn.sofifa.org/teams/2/light/705.png,575000.0,1634,Right,1.0,2.0,3.0,No,29.0,"Jul 15, 2016",6.1,83.18,62.0,62.0,62.0,66.0,64.0,64.0,64.0,66.0,62.0,62.0,62.0,66.0,55.0,55.0,55.0,66.0,53.0,48.0,48.0,48.0,53.0,50.0,45.0,45.0,45.0,50.0,62.0,54.0,41.0,52.0,47.0,74.0,61.0,36.0,43.0,67.0,93.0,87.0,75.0,55.0,76.0,68.0,58.0,68.0,78.0,50.0,65.0,27.0,50.0,57.0,45.0,66.0,33.0,29.0,23.0,11.0,14.0,14.0,13.0,8.0,Medium, Low
17521,246006,C. Devlin,20,https://cdn.sofifa.org/players/4/19/246006.png,Australia,https://cdn.sofifa.org/flags/195.png,70,https://cdn.sofifa.org/teams/2/light/111400.png,150000.0,1448,Right,1.0,3.0,2.0,No,24.0,"Sep 11, 2018",5.9,78.18,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,54.0,54.0,53.0,53.0,53.0,54.0,41.0,45.0,38.0,58.0,32.0,43.0,42.0,31.0,51.0,50.0,65.0,68.0,52.0,56.0,67.0,48.0,53.0,61.0,57.0,43.0,48.0,50.0,60.0,49.0,42.0,52.0,52.0,56.0,45.0,14.0,7.0,6.0,12.0,6.0,Medium, Medium
3315,200223,A. Maher,24,https://cdn.sofifa.org/players/4/19/200223.png,Netherlands,https://cdn.sofifa.org/flags/34.png,75,https://cdn.sofifa.org/teams/2/light/1906.png,3900000.0,1927,Right,2.0,3.0,3.0,No,26.0,"Sep 12, 2018",5.9,76.36,69.0,69.0,69.0,74.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,74.0,68.0,67.0,67.0,67.0,68.0,66.0,59.0,59.0,59.0,66.0,73.0,64.0,46.0,72.0,73.0,72.0,76.0,75.0,73.0,78.0,70.0,73.0,78.0,74.0,81.0,74.0,53.0,69.0,44.0,70.0,59.0,60.0,69.0,73.0,59.0,67.0,63.0,56.0,52.0,15.0,7.0,7.0,11.0,8.0,Medium, Low
5809,230190,Renatao Baumer,34,https://cdn.sofifa.org/players/4/19/230190.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,https://cdn.sofifa.org/teams/2/light/1719.png,300000.0,1790,Left,1.0,2.0,2.0,No,14.0,"Jan 1, 2018",5.10,76.36,60.0,60.0,60.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,63.0,64.0,64.0,64.0,63.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,47.0,68.0,72.0,52.0,56.0,62.0,58.0,64.0,64.0,64.0,68.0,47.0,62.0,71.0,57.0,66.0,75.0,67.0,60.0,69.0,64.0,51.0,48.0,48.0,62.0,65.0,75.0,70.0,10.0,9.0,8.0,14.0,9.0,High, Medium
9141,225105,Cristo González,20,https://cdn.sofifa.org/players/4/19/225105.png,Spain,https://cdn.sofifa.org/flags/45.png,78,https://cdn.sofifa.org/teams/2/light/243.png,1200000.0,1701,Right,1.0,2.0,3.0,No,27.0,"Jul 18, 2017",5.10,74.09,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,63.0,63.0,63.0,67.0,53.0,53.0,53.0,53.0,53.0,51.0,47.0,47.0,47.0,51.0,54.0,70.0,58.0,64.0,60.0,69.0,64.0,50.0,60.0,68.0,73.0,70.0,70.0,60.0,71.0,65.0,65.0,63.0,49.0,63.0,52.0,29.0,68.0,67.0,54.0,61.0,45.0,39.0,26.0,11.0,9.0,13.0,9.0,13.0,Medium, Medium
16507,231065,L. Rogerson,20,https://cdn.sofifa.org/players/4/19/231065.png,New Zealand,https://cdn.sofifa.org/flags/198.png,67,https://cdn.sofifa.org/teams/2/light/110591.png,170000.0,1553,Right,1.0,3.0,3.0,No,6.0,"Jul 24, 2018",6.0,70.0,57.0,57.0,57.0,59.0,58.0,58.0,58.0,59.0,57.0,57.0,57.0,57.0,53.0,53.0,53.0,57.0,52.0,49.0,49.0,49.0,52.0,51.0,48.0,48.0,48.0,51.0,34.0,56.0,46.0,46.0,41.0,63.0,49.0,55.0,42.0,55.0,80.0,81.0,73.0,56.0,72.0,52.0,64.0,65.0,60.0,53.0,33.0,49.0,50.0,54.0,56.0,49.0,45.0,41.0,32.0,6.0,11.0,13.0,7.0,13.0,High, Medium
401,162347,João Moutinho,31,https://cdn.sofifa.org/players/4/19/162347.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,https://cdn.sofifa.org/teams/2/light/110.png,15000000.0,2164,Right,3.0,4.0,3.0,Yes,28.0,"Jul 24, 2018",5.7,60.91,77.0,77.0,77.0,79.0,79.0,79.0,79.0,79.0,81.0,81.0,81.0,79.0,82.0,82.0,82.0,79.0,76.0,78.0,78.0,78.0,76.0,75.0,74.0,74.0,74.0,75.0,77.0,74.0,70.0,83.0,76.0,79.0,82.0,79.0,81.0,82.0,66.0,59.0,76.0,75.0,84.0,76.0,77.0,78.0,63.0,80.0,74.0,72.0,74.0,80.0,70.0,86.0,68.0,72.0,68.0,13.0,15.0,15.0,13.0,13.0,High, Medium
10582,155041,C. Mackail-Smith,34,https://cdn.sofifa.org/players/4/19/155041.png,Scotland,https://cdn.sofifa.org/flags/42.png,65,https://cdn.sofifa.org/teams/2/light/1933.png,280000.0,1738,Right,1.0,3.0,2.0,No,9.0,"Aug 17, 2017",5.10,78.18,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,60.0,60.0,60.0,64.0,55.0,54.0,54.0,54.0,55.0,53.0,50.0,50.0,50.0,53.0,58.0,63.0,58.0,55.0,61.0,59.0,56.0,52.0,48.0,60.0,71.0,69.0,72.0,69.0,73.0,64.0,72.0,80.0,73.0,58.0,70.0,52.0,67.0,61.0,64.0,66.0,28.0,33.0,25.0,15.0,8.0,16.0,16.0,12.0,Medium, Medium
17163,245135,G. Rogers,17,https://cdn.sofifa.org/players/4/19/245135.png,England,https://cdn.sofifa.org/flags/14.png,70,https://cdn.sofifa.org/teams/2/light/346.png,180000.0,1389,Left,1.0,3.0,2.0,No,15.0,"Aug 3, 2018",5.10,70.0,51.0,51.0,51.0,56.0,53.0,53.0,53.0,56.0,54.0,54.0,54.0,56.0,49.0,49.0,49.0,56.0,46.0,40.0,40.0,40.0,46.0,43.0,34.0,34.0,34.0,43.0,50.0,49.0,30.0,50.0,37.0,56.0,42.0,30.0,46.0,54.0,77.0,75.0,74.0,42.0,80.0,52.0,53.0,69.0,44.0,45.0,35.0,19.0,46.0,47.0,49.0,50.0,24.0,28.0,24.0,10.0,13.0,14.0,13.0,12.0,High, Medium
2404,193692,Fábio Espinho,32,https://cdn.sofifa.org/players/4/19/193692.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,https://cdn.sofifa.org/teams/2/light/1898.png,4400000.0,1999,Right,1.0,3.0,4.0,No,10.0,"Jul 19, 2016",5.7,64.09,71.0,71.0,71.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,74.0,74.0,74.0,74.0,74.0,69.0,69.0,69.0,69.0,69.0,68.0,64.0,64.0,64.0,68.0,70.0,66.0,59.0,75.0,62.0,75.0,69.0,71.0,74.0,74.0,72.0,68.0,85.0,74.0,83.0,77.0,58.0,69.0,56.0,73.0,71.0,59.0,72.0,73.0,71.0,68.0,61.0,61.0,62.0,16.0,13.0,12.0,8.0,10.0,High, Medium
8247,241032,S. Diarra,23,https://cdn.sofifa.org/players/4/19/241032.png,Mali,https://cdn.sofifa.org/flags/126.png,73,https://cdn.sofifa.org/teams/2/light/64.png,1000000.0,1811,Right,1.0,3.0,3.0,No,8.0,"Jul 1, 2018",5.8,62.27,61.0,61.0,61.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,66.0,68.0,69.0,69.0,69.0,68.0,68.0,66.0,66.0,66.0,68.0,58.0,55.0,48.0,66.0,40.0,67.0,56.0,39.0,64.0,68.0,65.0,66.0,75.0,68.0,80.0,60.0,76.0,80.0,57.0,59.0,74.0,67.0,58.0,65.0,44.0,66.0,69.0,66.0,65.0,10.0,9.0,12.0,11.0,14.0,Medium, Medium
18156,245533,J. Devine,18,https://cdn.sofifa.org/players/4/19/245533.png,England,https://cdn.sofifa.org/flags/14.png,60,https://cdn.sofifa.org/teams/2/light/15048.png,50000.0,1332,Right,1.0,3.0,2.0,No,26.0,"Sep 15, 2018",5.10,66.36,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,46.0,51.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,34.0,29.0,48.0,55.0,31.0,41.0,38.0,33.0,51.0,42.0,65.0,54.0,57.0,52.0,72.0,48.0,55.0,47.0,41.0,25.0,30.0,50.0,34.0,45.0,43.0,46.0,49.0,59.0,57.0,9.0,9.0,6.0,11.0,12.0,Medium, Medium
10060,214046,J. Mosquera,27,https://cdn.sofifa.org/players/4/19/214046.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,https://cdn.sofifa.org/teams/2/light/101099.png,550000.0,1703,Right,1.0,3.0,2.0,No,16.0,"Jul 1, 2016",5.8,66.36,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,63.0,65.0,65.0,65.0,63.0,65.0,66.0,66.0,66.0,65.0,64.0,62.0,62.0,62.0,64.0,43.0,39.0,50.0,63.0,48.0,59.0,41.0,42.0,65.0,69.0,78.0,68.0,78.0,61.0,78.0,57.0,49.0,81.0,62.0,56.0,67.0,67.0,65.0,61.0,36.0,70.0,65.0,55.0,59.0,6.0,6.0,11.0,8.0,10.0,Medium, High
5647,208898,D. Łukasik,27,https://cdn.sofifa.org/players/4/19/208898.png,Poland,https://cdn.sofifa.org/flags/37.png,69,https://cdn.sofifa.org/teams/2/light/111091.png,875000.0,1755,Right,1.0,2.0,2.0,No,35.0,"Jul 1, 2014",5.10,73.18,54.0,54.0,54.0,59.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,66.0,66.0,66.0,62.0,67.0,69.0,69.0,69.0,67.0,66.0,68.0,68.0,68.0,66.0,61.0,29.0,52.0,69.0,40.0,63.0,65.0,63.0,66.0,62.0,58.0,51.0,68.0,57.0,72.0,54.0,56.0,74.0,71.0,55.0,68.0,73.0,59.0,64.0,45.0,61.0,69.0,71.0,63.0,15.0,7.0,9.0,10.0,16.0,Medium, High
2007,192476,Fontàs,28,https://cdn.sofifa.org/players/4/19/192476.png,Spain,https://cdn.sofifa.org/flags/45.png,76,https://cdn.sofifa.org/teams/2/light/696.png,6000000.0,1705,Left,1.0,3.0,2.0,Yes,30.0,"Aug 8, 2018",6.1,86.36,58.0,58.0,58.0,57.0,58.0,58.0,58.0,57.0,60.0,60.0,60.0,58.0,67.0,67.0,67.0,58.0,66.0,74.0,74.0,74.0,66.0,67.0,75.0,75.0,75.0,67.0,60.0,45.0,72.0,75.0,46.0,58.0,58.0,52.0,77.0,67.0,32.0,31.0,54.0,75.0,35.0,58.0,45.0,41.0,84.0,47.0,77.0,80.0,43.0,56.0,52.0,69.0,65.0,79.0,75.0,16.0,14.0,11.0,16.0,9.0,Medium, Medium
4772,212229,Filipe Chaby,24,https://cdn.sofifa.org/players/4/19/212229.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,https://cdn.sofifa.org/teams/2/light/1889.png,2400000.0,1760,Left,1.0,3.0,4.0,No,70.0,"Jul 1, 2017",5.9,64.09,66.0,66.0,66.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,66.0,66.0,66.0,71.0,59.0,55.0,55.0,55.0,59.0,57.0,49.0,49.0,49.0,57.0,66.0,53.0,62.0,65.0,56.0,76.0,73.0,65.0,54.0,74.0,77.0,72.0,82.0,74.0,79.0,70.0,52.0,67.0,41.0,60.0,49.0,39.0,66.0,72.0,48.0,71.0,35.0,41.0,37.0,12.0,11.0,9.0,8.0,15.0,Medium, Medium
15105,235960,G. Güney,19,https://cdn.sofifa.org/players/4/19/235960.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,https://cdn.sofifa.org/teams/2/light/325.png,400000.0,1606,Right,1.0,3.0,2.0,No,40.0,"Aug 19, 2016",5.11,72.27,56.0,56.0,56.0,57.0,58.0,58.0,58.0,57.0,59.0,59.0,59.0,57.0,60.0,60.0,60.0,57.0,57.0,60.0,60.0,60.0,57.0,57.0,59.0,59.0,59.0,57.0,42.0,36.0,56.0,72.0,45.0,59.0,43.0,45.0,59.0,59.0,65.0,51.0,60.0,54.0,67.0,59.0,60.0,54.0,61.0,58.0,63.0,52.0,59.0,47.0,54.0,49.0,55.0,59.0,58.0,13.0,12.0,10.0,12.0,7.0,Medium, Medium
6929,240206,T. Gjertsen,26,https://cdn.sofifa.org/players/4/19/240206.png,Norway,https://cdn.sofifa.org/flags/36.png,69,https://cdn.sofifa.org/teams/2/light/113459.png,1100000.0,1781,Right,1.0,3.0,3.0,No,7.0,"Jul 27, 2017",5.9,74.09,67.0,67.0,67.0,70.0,69.0,69.0,69.0,70.0,68.0,68.0,68.0,68.0,63.0,63.0,63.0,68.0,63.0,57.0,57.0,57.0,63.0,61.0,53.0,53.0,53.0,61.0,60.0,66.0,49.0,62.0,69.0,70.0,65.0,56.0,49.0,67.0,86.0,78.0,90.0,64.0,85.0,68.0,43.0,71.0,47.0,66.0,46.0,51.0,67.0,63.0,46.0,66.0,44.0,54.0,51.0,12.0,9.0,8.0,12.0,7.0,High, High
769,219693,Diego Carlos,25,https://cdn.sofifa.org/players/4/19/219693.png,Brazil,https://cdn.sofifa.org/flags/54.png,80,https://cdn.sofifa.org/teams/2/light/71.png,10500000.0,1822,Right,2.0,4.0,2.0,No,3.0,"Jun 30, 2016",6.1,86.36,61.0,61.0,61.0,60.0,62.0,62.0,62.0,60.0,62.0,62.0,62.0,61.0,65.0,65.0,65.0,61.0,69.0,73.0,73.0,73.0,69.0,71.0,78.0,78.0,78.0,71.0,35.0,26.0,75.0,71.0,34.0,64.0,47.0,71.0,59.0,69.0,70.0,68.0,64.0,74.0,57.0,73.0,80.0,64.0,84.0,57.0,82.0,75.0,52.0,51.0,41.0,72.0,78.0,79.0,73.0,7.0,10.0,14.0,7.0,11.0,Medium, High
10853,213987,E. Córdoba,24,https://cdn.sofifa.org/players/4/19/213987.png,Colombia,https://cdn.sofifa.org/flags/56.png,70,https://cdn.sofifa.org/teams/2/light/112528.png,600000.0,1603,Right,1.0,2.0,2.0,No,27.0,"Jul 5, 2018",5.9,72.27,51.0,51.0,51.0,59.0,55.0,55.0,55.0,59.0,57.0,57.0,57.0,62.0,58.0,58.0,58.0,62.0,66.0,61.0,61.0,61.0,66.0,65.0,61.0,61.0,61.0,65.0,67.0,22.0,54.0,58.0,24.0,59.0,30.0,35.0,63.0,61.0,88.0,84.0,70.0,53.0,75.0,43.0,73.0,79.0,65.0,24.0,58.0,52.0,48.0,55.0,31.0,44.0,55.0,65.0,63.0,7.0,9.0,11.0,11.0,11.0,Medium, High
2394,204699,L. Melgarejo,27,https://cdn.sofifa.org/players/4/19/204699.png,Paraguay,https://cdn.sofifa.org/flags/58.png,74,https://cdn.sofifa.org/teams/2/light/100767.png,6000000.0,1980,Left,1.0,2.0,4.0,No,25.0,"Feb 8, 2016",5.10,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,73.0,73.0,73.0,75.0,71.0,71.0,71.0,75.0,70.0,65.0,65.0,65.0,70.0,69.0,64.0,64.0,64.0,69.0,70.0,70.0,77.0,67.0,61.0,76.0,74.0,42.0,61.0,75.0,85.0,83.0,77.0,75.0,76.0,75.0,82.0,79.0,61.0,64.0,71.0,63.0,73.0,67.0,66.0,74.0,31.0,61.0,66.0,6.0,10.0,12.0,15.0,9.0,Medium, Medium
1428,236441,F. Bustos,22,https://cdn.sofifa.org/players/4/19/236441.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,https://cdn.sofifa.org/teams/2/light/110093.png,9000000.0,1922,Right,1.0,3.0,4.0,No,16.0,"Jul 1, 2016",5.6,66.36,70.0,70.0,70.0,75.0,74.0,74.0,74.0,75.0,73.0,73.0,73.0,76.0,72.0,72.0,72.0,76.0,78.0,73.0,73.0,73.0,78.0,77.0,71.0,71.0,71.0,77.0,77.0,60.0,58.0,73.0,37.0,77.0,58.0,37.0,55.0,77.0,88.0,84.0,75.0,71.0,71.0,68.0,56.0,88.0,64.0,55.0,69.0,68.0,72.0,68.0,42.0,72.0,69.0,76.0,75.0,14.0,6.0,13.0,15.0,6.0,High, High
2642,219409,V. Karavaev,23,https://cdn.sofifa.org/players/4/19/219409.png,Russia,https://cdn.sofifa.org/flags/40.png,77,https://cdn.sofifa.org/teams/2/light/1909.png,4300000.0,1960,Right,1.0,3.0,3.0,No,8.0,"Jan 31, 2018",5.9,65.0,67.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,74.0,72.0,72.0,72.0,74.0,74.0,70.0,70.0,70.0,74.0,72.0,52.0,62.0,71.0,50.0,68.0,64.0,63.0,69.0,69.0,76.0,77.0,71.0,69.0,73.0,73.0,74.0,85.0,59.0,67.0,69.0,70.0,66.0,64.0,55.0,72.0,70.0,73.0,71.0,14.0,13.0,12.0,9.0,10.0,High, Medium
5141,200298,J. Rivierez,29,https://cdn.sofifa.org/players/4/19/200298.png,France,https://cdn.sofifa.org/flags/18.png,70,https://cdn.sofifa.org/teams/2/light/68.png,1300000.0,1693,Right,1.0,2.0,2.0,No,28.0,"Jul 1, 2014",6.0,82.27,52.0,52.0,52.0,55.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,60.0,60.0,70.0,69.0,69.0,69.0,70.0,70.0,73.0,73.0,73.0,70.0,65.0,17.0,70.0,65.0,23.0,55.0,43.0,36.0,55.0,63.0,68.0,59.0,57.0,66.0,64.0,46.0,82.0,83.0,81.0,25.0,73.0,70.0,48.0,47.0,51.0,58.0,72.0,71.0,71.0,16.0,15.0,13.0,8.0,15.0,Medium, Medium
16781,232536,R. Okazaki,26,https://cdn.sofifa.org/players/4/19/232536.png,Japan,https://cdn.sofifa.org/flags/163.png,59,https://cdn.sofifa.org/teams/2/light/113161.png,90000.0,1227,Right,1.0,3.0,2.0,No,3.0,"Jan 1, 2015",6.1,78.18,38.0,38.0,38.0,34.0,34.0,34.0,34.0,34.0,32.0,32.0,32.0,36.0,34.0,34.0,34.0,36.0,49.0,47.0,47.0,47.0,49.0,52.0,56.0,56.0,56.0,52.0,23.0,24.0,41.0,33.0,26.0,23.0,22.0,29.0,22.0,27.0,70.0,73.0,40.0,46.0,54.0,38.0,73.0,57.0,80.0,23.0,47.0,51.0,21.0,25.0,32.0,52.0,58.0,59.0,60.0,14.0,9.0,9.0,10.0,8.0,Medium, Medium
8502,244675,Sancet,18,https://cdn.sofifa.org/players/4/19/244675.png,Spain,https://cdn.sofifa.org/flags/45.png,82,https://cdn.sofifa.org/teams/2/light/448.png,1600000.0,1685,Right,1.0,3.0,3.0,No,34.0,"Jul 1, 2017",6.2,73.18,63.0,63.0,63.0,68.0,68.0,68.0,68.0,68.0,70.0,70.0,70.0,67.0,68.0,68.0,68.0,67.0,62.0,62.0,62.0,62.0,62.0,60.0,55.0,55.0,55.0,60.0,45.0,63.0,32.0,69.0,54.0,72.0,48.0,36.0,64.0,74.0,74.0,65.0,75.0,66.0,58.0,58.0,53.0,60.0,52.0,62.0,38.0,62.0,65.0,63.0,66.0,52.0,45.0,62.0,50.0,15.0,11.0,6.0,15.0,7.0,Medium, Medium
13203,235051,D. Johnson,19,https://cdn.sofifa.org/players/4/19/235051.png,England,https://cdn.sofifa.org/flags/14.png,78,https://cdn.sofifa.org/teams/2/light/95.png,600000.0,1509,Right,1.0,2.0,2.0,No,39.0,"Jul 1, 2016",6.1,80.0,50.0,50.0,50.0,53.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,60.0,58.0,58.0,58.0,60.0,60.0,63.0,63.0,63.0,60.0,54.0,29.0,58.0,56.0,33.0,58.0,35.0,29.0,42.0,57.0,64.0,61.0,59.0,50.0,58.0,49.0,67.0,61.0,68.0,31.0,69.0,59.0,45.0,41.0,33.0,55.0,62.0,62.0,60.0,9.0,10.0,13.0,14.0,13.0,Medium, Medium
7614,216313,A. Miljković,28,https://cdn.sofifa.org/players/4/19/216313.png,Serbia,https://cdn.sofifa.org/flags/51.png,68,https://cdn.sofifa.org/teams/2/light/112505.png,700000.0,1739,Right,1.0,3.0,2.0,No,2.0,"Nov 1, 2018",6.0,76.36,60.0,60.0,60.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,63.0,62.0,62.0,62.0,63.0,68.0,66.0,66.0,66.0,68.0,69.0,68.0,68.0,68.0,69.0,63.0,44.0,64.0,58.0,44.0,67.0,46.0,36.0,56.0,62.0,70.0,75.0,64.0,65.0,62.0,61.0,72.0,75.0,73.0,48.0,67.0,66.0,51.0,55.0,40.0,57.0,61.0,71.0,71.0,8.0,15.0,10.0,7.0,12.0,Medium, High
